,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11,label12,label13,label14,label15,label16,label17,label18,label19,label20,label21,label22,label23,label24,label25,label26,label27,label28,label29,label30,label31,label32,label33,label34,label35,label36,label37,label38,label39,label40,label41,label42,label43,label44,label45,label46,label47,label48,label49,label50,label51,label52,label53,label54,label55,label56,label57,label58,label59,label60,label61,label62,label63,label64,label65,label66,label67,label68,label69,label70,label71,label72,label73,label74,label75,label76,label77,label78,label79,label80,label81,label82,label83,label84,label85,label86,label87,label88,label89,label90,label91,label92,label93,label94,label95,label96,label97,label98,label99,label100
tispc1,0.020785219399538105,0.0,0.020785219399538105,0.006928406466512702,0.004618937644341801,0.0023094688221709007,0.013856812933025405,0.013856812933025405,0.013856812933025405,0.018475750577367205,0.018475750577367205,0.009237875288683603,0.020785219399538105,0.004618937644341801,0.016166281755196306,0.0023094688221709007,0.011547344110854504,0.004618937644341801,0.0,0.004618937644341801,0.0023094688221709007,0.006928406466512702,0.013856812933025405,0.013856812933025405,0.009237875288683603,0.016166281755196306,0.013856812933025405,0.006928406466512702,0.004618937644341801,0.011547344110854504,0.020785219399538105,0.020785219399538105,0.009237875288683603,0.013856812933025405,0.004618937644341801,0.0023094688221709007,0.020785219399538105,0.004618937644341801,0.006928406466512702,0.0023094688221709007,0.0,0.013856812933025405,0.020785219399538105,0.013856812933025405,0.0,0.011547344110854504,0.020785219399538105,0.016166281755196306,0.004618937644341801,0.020785219399538105,0.009237875288683603,0.0,0.004618937644341801,0.016166281755196306,0.013856812933025405,0.004618937644341801,0.006928406466512702,0.0,0.011547344110854504,0.016166281755196306,0.013856812933025405,0.011547344110854504,0.0,0.018475750577367205,0.016166281755196306,0.006928406466512702,0.011547344110854504,0.0023094688221709007,0.004618937644341801,0.009237875288683603,0.009237875288683603,0.004618937644341801,0.0023094688221709007,0.020785219399538105,0.016166281755196306,0.013856812933025405,0.020785219399538105,0.0023094688221709007,0.004618937644341801,0.004618937644341801,0.020785219399538105,0.0,0.006928406466512702,0.011547344110854504,0.011547344110854504,0.016166281755196306,0.016166281755196306,0.004618937644341801,0.0,0.0,0.0023094688221709007,0.011547344110854504,0.0,0.006928406466512702,0.020785219399538105,0.009237875288683603,0.018475750577367205,0.016166281755196306,0.0023094688221709007,0.011547344110854504
tispc2,0.016260162601626018,0.016260162601626018,0.012195121951219513,0.0,0.01016260162601626,0.014227642276422764,0.01016260162601626,0.0040650406504065045,0.0040650406504065045,0.014227642276422764,0.014227642276422764,0.01016260162601626,0.016260162601626018,0.0,0.018292682926829267,0.0,0.012195121951219513,0.012195121951219513,0.014227642276422764,0.016260162601626018,0.006097560975609756,0.0040650406504065045,0.01016260162601626,0.01016260162601626,0.008130081300813009,0.01016260162601626,0.0020325203252032522,0.01016260162601626,0.012195121951219513,0.01016260162601626,0.006097560975609756,0.012195121951219513,0.008130081300813009,0.016260162601626018,0.0020325203252032522,0.014227642276422764,0.014227642276422764,0.008130081300813009,0.012195121951219513,0.0020325203252032522,0.0020325203252032522,0.014227642276422764,0.008130081300813009,0.016260162601626018,0.014227642276422764,0.0040650406504065045,0.0020325203252032522,0.018292682926829267,0.018292682926829267,0.01016260162601626,0.01016260162601626,0.01016260162601626,0.012195121951219513,0.016260162601626018,0.016260162601626018,0.012195121951219513,0.01016260162601626,0.008130081300813009,0.01016260162601626,0.008130081300813009,0.014227642276422764,0.008130081300813009,0.018292682926829267,0.0040650406504065045,0.006097560975609756,0.0,0.008130081300813009,0.018292682926829267,0.0040650406504065045,0.016260162601626018,0.018292682926829267,0.01016260162601626,0.006097560975609756,0.01016260162601626,0.0020325203252032522,0.016260162601626018,0.0040650406504065045,0.016260162601626018,0.0020325203252032522,0.016260162601626018,0.008130081300813009,0.0040650406504065045,0.008130081300813009,0.012195121951219513,0.01016260162601626,0.008130081300813009,0.014227642276422764,0.006097560975609756,0.0040650406504065045,0.006097560975609756,0.014227642276422764,0.0,0.008130081300813009,0.0,0.012195121951219513,0.018292682926829267,0.016260162601626018,0.01016260162601626,0.006097560975609756,0.018292682926829267
tispc3,0.0,0.0019455252918287938,0.01556420233463035,0.01556420233463035,0.01556420233463035,0.017509727626459144,0.009727626459143969,0.009727626459143969,0.013618677042801557,0.013618677042801557,0.009727626459143969,0.007782101167315175,0.01556420233463035,0.007782101167315175,0.017509727626459144,0.0,0.005836575875486381,0.0019455252918287938,0.009727626459143969,0.0038910505836575876,0.011673151750972763,0.009727626459143969,0.007782101167315175,0.0019455252918287938,0.0038910505836575876,0.009727626459143969,0.017509727626459144,0.0,0.0,0.0,0.01556420233463035,0.009727626459143969,0.007782101167315175,0.01556420233463035,0.011673151750972763,0.007782101167315175,0.007782101167315175,0.011673151750972763,0.01556420233463035,0.01556420233463035,0.011673151750972763,0.01556420233463035,0.0038910505836575876,0.007782101167315175,0.013618677042801557,0.013618677042801557,0.005836575875486381,0.011673151750972763,0.013618677042801557,0.005836575875486381,0.0019455252918287938,0.007782101167315175,0.0038910505836575876,0.005836575875486381,0.01556420233463035,0.013618677042801557,0.0,0.005836575875486381,0.005836575875486381,0.01556420233463035,0.01556420233463035,0.01556420233463035,0.009727626459143969,0.0,0.01556420233463035,0.0038910505836575876,0.013618677042801557,0.01556420233463035,0.0038910505836575876,0.009727626459143969,0.005836575875486381,0.011673151750972763,0.017509727626459144,0.017509727626459144,0.005836575875486381,0.013618677042801557,0.011673151750972763,0.013618677042801557,0.017509727626459144,0.013618677042801557,0.007782101167315175,0.013618677042801557,0.017509727626459144,0.0019455252918287938,0.009727626459143969,0.013618677042801557,0.007782101167315175,0.013618677042801557,0.01556420233463035,0.0038910505836575876,0.005836575875486381,0.01556420233463035,0.01556420233463035,0.0019455252918287938,0.005836575875486381,0.0038910505836575876,0.017509727626459144,0.01556420233463035,0.011673151750972763,0.017509727626459144
tispc4,0.013921113689095127,0.013921113689095127,0.01160092807424594,0.004640371229698376,0.01160092807424594,0.0069605568445475635,0.018561484918793503,0.002320185614849188,0.004640371229698376,0.018561484918793503,0.018561484918793503,0.013921113689095127,0.0069605568445475635,0.013921113689095127,0.018561484918793503,0.016241299303944315,0.002320185614849188,0.002320185614849188,0.009280742459396751,0.01160092807424594,0.018561484918793503,0.009280742459396751,0.002320185614849188,0.009280742459396751,0.004640371229698376,0.004640371229698376,0.0,0.01160092807424594,0.009280742459396751,0.009280742459396751,0.018561484918793503,0.0,0.013921113689095127,0.013921113689095127,0.0069605568445475635,0.01160092807424594,0.002320185614849188,0.013921113689095127,0.009280742459396751,0.016241299303944315,0.01160092807424594,0.02088167053364269,0.009280742459396751,0.0069605568445475635,0.013921113689095127,0.01160092807424594,0.01160092807424594,0.02088167053364269,0.01160092807424594,0.01160092807424594,0.004640371229698376,0.002320185614849188,0.002320185614849188,0.018561484918793503,0.018561484918793503,0.018561484918793503,0.013921113689095127,0.013921113689095127,0.0,0.01160092807424594,0.0069605568445475635,0.0,0.01160092807424594,0.013921113689095127,0.013921113689095127,0.002320185614849188,0.018561484918793503,0.0069605568445475635,0.0069605568445475635,0.002320185614849188,0.013921113689095127,0.02088167053364269,0.009280742459396751,0.009280742459396751,0.004640371229698376,0.016241299303944315,0.018561484918793503,0.02088167053364269,0.016241299303944315,0.0,0.009280742459396751,0.002320185614849188,0.0069605568445475635,0.01160092807424594,0.002320185614849188,0.0069605568445475635,0.0,0.002320185614849188,0.018561484918793503,0.018561484918793503,0.0,0.004640371229698376,0.0,0.01160092807424594,0.0069605568445475635,0.0069605568445475635,0.013921113689095127,0.0,0.013921113689095127,0.009280742459396751
tispc5,0.012077294685990338,0.007246376811594203,0.0,0.014492753623188406,0.014492753623188406,0.00966183574879227,0.0024154589371980675,0.00966183574879227,0.016908212560386472,0.007246376811594203,0.014492753623188406,0.0,0.021739130434782608,0.014492753623188406,0.007246376811594203,0.021739130434782608,0.0024154589371980675,0.0024154589371980675,0.004830917874396135,0.0024154589371980675,0.0024154589371980675,0.0024154589371980675,0.021739130434782608,0.004830917874396135,0.021739130434782608,0.01932367149758454,0.004830917874396135,0.012077294685990338,0.004830917874396135,0.004830917874396135,0.01932367149758454,0.004830917874396135,0.0024154589371980675,0.014492753623188406,0.016908212560386472,0.014492753623188406,0.004830917874396135,0.0,0.01932367149758454,0.01932367149758454,0.01932367149758454,0.00966183574879227,0.0,0.0024154589371980675,0.01932367149758454,0.021739130434782608,0.014492753623188406,0.0,0.004830917874396135,0.01932367149758454,0.0,0.01932367149758454,0.004830917874396135,0.014492753623188406,0.021739130434782608,0.00966183574879227,0.0024154589371980675,0.004830917874396135,0.021739130434782608,0.021739130434782608,0.014492753623188406,0.014492753623188406,0.004830917874396135,0.012077294685990338,0.00966183574879227,0.01932367149758454,0.0024154589371980675,0.00966183574879227,0.0024154589371980675,0.014492753623188406,0.0,0.0,0.0,0.016908212560386472,0.00966183574879227,0.012077294685990338,0.00966183574879227,0.0024154589371980675,0.00966183574879227,0.0,0.012077294685990338,0.0,0.016908212560386472,0.01932367149758454,0.016908212560386472,0.0,0.004830917874396135,0.0,0.012077294685990338,0.007246376811594203,0.012077294685990338,0.0,0.014492753623188406,0.016908212560386472,0.0024154589371980675,0.00966183574879227,0.016908212560386472,0.01932367149758454,0.012077294685990338,0.00966183574879227
tispc6,0.011235955056179775,0.020224719101123594,0.0,0.011235955056179775,0.0022471910112359553,0.0,0.011235955056179775,0.0,0.017977528089887642,0.011235955056179775,0.0,0.0022471910112359553,0.008988764044943821,0.020224719101123594,0.0022471910112359553,0.006741573033707865,0.008988764044943821,0.006741573033707865,0.0044943820224719105,0.020224719101123594,0.01348314606741573,0.0,0.008988764044943821,0.015730337078651686,0.015730337078651686,0.020224719101123594,0.017977528089887642,0.0,0.011235955056179775,0.015730337078651686,0.011235955056179775,0.0022471910112359553,0.020224719101123594,0.0022471910112359553,0.015730337078651686,0.0022471910112359553,0.011235955056179775,0.015730337078651686,0.017977528089887642,0.008988764044943821,0.017977528089887642,0.015730337078651686,0.020224719101123594,0.006741573033707865,0.006741573033707865,0.0022471910112359553,0.015730337078651686,0.011235955056179775,0.0022471910112359553,0.01348314606741573,0.017977528089887642,0.0,0.011235955056179775,0.0,0.0,0.020224719101123594,0.020224719101123594,0.011235955056179775,0.0022471910112359553,0.01348314606741573,0.006741573033707865,0.020224719101123594,0.0,0.011235955056179775,0.0022471910112359553,0.011235955056179775,0.011235955056179775,0.0,0.006741573033707865,0.020224719101123594,0.017977528089887642,0.0,0.0022471910112359553,0.011235955056179775,0.008988764044943821,0.006741573033707865,0.0022471910112359553,0.015730337078651686,0.015730337078651686,0.017977528089887642,0.015730337078651686,0.0022471910112359553,0.008988764044943821,0.011235955056179775,0.017977528089887642,0.020224719101123594,0.015730337078651686,0.020224719101123594,0.01348314606741573,0.0,0.0022471910112359553,0.020224719101123594,0.01348314606741573,0.017977528089887642,0.0,0.011235955056179775,0.0022471910112359553,0.0,0.0,0.015730337078651686
tispc7,0.02050113895216401,0.004555808656036446,0.018223234624145785,0.02050113895216401,0.00683371298405467,0.02050113895216401,0.02050113895216401,0.02050113895216401,0.011389521640091117,0.015945330296127564,0.004555808656036446,0.0,0.0,0.02050113895216401,0.004555808656036446,0.009111617312072893,0.002277904328018223,0.011389521640091117,0.009111617312072893,0.018223234624145785,0.015945330296127564,0.002277904328018223,0.004555808656036446,0.011389521640091117,0.01366742596810934,0.011389521640091117,0.011389521640091117,0.01366742596810934,0.004555808656036446,0.009111617312072893,0.01366742596810934,0.01366742596810934,0.009111617312072893,0.002277904328018223,0.00683371298405467,0.02050113895216401,0.009111617312072893,0.018223234624145785,0.015945330296127564,0.002277904328018223,0.002277904328018223,0.009111617312072893,0.009111617312072893,0.00683371298405467,0.011389521640091117,0.0,0.02050113895216401,0.009111617312072893,0.00683371298405467,0.015945330296127564,0.018223234624145785,0.00683371298405467,0.009111617312072893,0.011389521640091117,0.009111617312072893,0.01366742596810934,0.02050113895216401,0.00683371298405467,0.009111617312072893,0.00683371298405467,0.002277904328018223,0.01366742596810934,0.009111617312072893,0.00683371298405467,0.0,0.004555808656036446,0.015945330296127564,0.018223234624145785,0.004555808656036446,0.004555808656036446,0.01366742596810934,0.02050113895216401,0.004555808656036446,0.0,0.01366742596810934,0.009111617312072893,0.00683371298405467,0.0,0.015945330296127564,0.011389521640091117,0.002277904328018223,0.00683371298405467,0.0,0.009111617312072893,0.0,0.004555808656036446,0.02050113895216401,0.004555808656036446,0.02050113895216401,0.004555808656036446,0.009111617312072893,0.002277904328018223,0.02050113895216401,0.018223234624145785,0.018223234624145785,0.004555808656036446,0.00683371298405467,0.02050113895216401,0.0,0.0
tispc8,0.00909090909090909,0.011363636363636364,0.0022727272727272726,0.011363636363636364,0.013636363636363636,0.015909090909090907,0.015909090909090907,0.01818181818181818,0.006818181818181818,0.004545454545454545,0.004545454545454545,0.020454545454545454,0.01818181818181818,0.015909090909090907,0.013636363636363636,0.011363636363636364,0.01818181818181818,0.01818181818181818,0.020454545454545454,0.011363636363636364,0.011363636363636364,0.00909090909090909,0.011363636363636364,0.0022727272727272726,0.00909090909090909,0.006818181818181818,0.00909090909090909,0.004545454545454545,0.020454545454545454,0.015909090909090907,0.01818181818181818,0.011363636363636364,0.011363636363636364,0.020454545454545454,0.00909090909090909,0.00909090909090909,0.006818181818181818,0.015909090909090907,0.006818181818181818,0.0022727272727272726,0.004545454545454545,0.011363636363636364,0.01818181818181818,0.011363636363636364,0.00909090909090909,0.004545454545454545,0.013636363636363636,0.0022727272727272726,0.0,0.006818181818181818,0.011363636363636364,0.015909090909090907,0.00909090909090909,0.013636363636363636,0.004545454545454545,0.00909090909090909,0.011363636363636364,0.01818181818181818,0.013636363636363636,0.011363636363636364,0.011363636363636364,0.00909090909090909,0.00909090909090909,0.0022727272727272726,0.0,0.0,0.0,0.0,0.01818181818181818,0.013636363636363636,0.015909090909090907,0.00909090909090909,0.0,0.013636363636363636,0.0,0.015909090909090907,0.004545454545454545,0.0,0.015909090909090907,0.00909090909090909,0.015909090909090907,0.020454545454545454,0.0022727272727272726,0.020454545454545454,0.013636363636363636,0.01818181818181818,0.004545454545454545,0.01818181818181818,0.006818181818181818,0.0,0.006818181818181818,0.0022727272727272726,0.00909090909090909,0.006818181818181818,0.004545454545454545,0.015909090909090907,0.0,0.0,0.00909090909090909,0.004545454545454545
tispc9,0.021377672209026127,0.007125890736342043,0.011876484560570071,0.007125890736342043,0.009501187648456057,0.021377672209026127,0.007125890736342043,0.009501187648456057,0.019002375296912115,0.011876484560570071,0.019002375296912115,0.019002375296912115,0.009501187648456057,0.004750593824228029,0.021377672209026127,0.0023752969121140144,0.004750593824228029,0.009501187648456057,0.007125890736342043,0.004750593824228029,0.019002375296912115,0.0166270783847981,0.009501187648456057,0.019002375296912115,0.021377672209026127,0.021377672209026127,0.019002375296912115,0.007125890736342043,0.0166270783847981,0.019002375296912115,0.004750593824228029,0.007125890736342043,0.0,0.021377672209026127,0.011876484560570071,0.009501187648456057,0.009501187648456057,0.011876484560570071,0.0,0.0023752969121140144,0.014251781472684086,0.007125890736342043,0.004750593824228029,0.004750593824228029,0.004750593824228029,0.014251781472684086,0.0023752969121140144,0.014251781472684086,0.011876484560570071,0.011876484560570071,0.0,0.007125890736342043,0.011876484560570071,0.019002375296912115,0.0,0.004750593824228029,0.0023752969121140144,0.0023752969121140144,0.004750593824228029,0.021377672209026127,0.0023752969121140144,0.007125890736342043,0.011876484560570071,0.004750593824228029,0.009501187648456057,0.014251781472684086,0.004750593824228029,0.0,0.021377672209026127,0.004750593824228029,0.0,0.004750593824228029,0.009501187648456057,0.009501187648456057,0.014251781472684086,0.004750593824228029,0.004750593824228029,0.007125890736342043,0.007125890736342043,0.0023752969121140144,0.019002375296912115,0.019002375296912115,0.0,0.0166270783847981,0.007125890736342043,0.014251781472684086,0.0023752969121140144,0.019002375296912115,0.007125890736342043,0.007125890736342043,0.019002375296912115,0.0,0.014251781472684086,0.0023752969121140144,0.009501187648456057,0.0166270783847981,0.021377672209026127,0.019002375296912115,0.0023752969121140144,0.0
tispc10,0.006122448979591836,0.014285714285714285,0.0163265306122449,0.018367346938775512,0.0163265306122449,0.006122448979591836,0.012244897959183673,0.018367346938775512,0.0020408163265306124,0.0020408163265306124,0.00816326530612245,0.01020408163265306,0.01020408163265306,0.0163265306122449,0.012244897959183673,0.004081632653061225,0.006122448979591836,0.0163265306122449,0.006122448979591836,0.018367346938775512,0.0,0.018367346938775512,0.014285714285714285,0.004081632653061225,0.006122448979591836,0.004081632653061225,0.012244897959183673,0.006122448979591836,0.0020408163265306124,0.018367346938775512,0.0163265306122449,0.014285714285714285,0.00816326530612245,0.0163265306122449,0.0,0.00816326530612245,0.006122448979591836,0.01020408163265306,0.0163265306122449,0.006122448979591836,0.004081632653061225,0.0020408163265306124,0.012244897959183673,0.01020408163265306,0.01020408163265306,0.018367346938775512,0.012244897959183673,0.018367346938775512,0.01020408163265306,0.012244897959183673,0.014285714285714285,0.01020408163265306,0.006122448979591836,0.012244897959183673,0.00816326530612245,0.00816326530612245,0.018367346938775512,0.006122448979591836,0.014285714285714285,0.004081632653061225,0.018367346938775512,0.0163265306122449,0.0163265306122449,0.012244897959183673,0.0163265306122449,0.0163265306122449,0.00816326530612245,0.006122448979591836,0.0163265306122449,0.004081632653061225,0.018367346938775512,0.014285714285714285,0.0,0.01020408163265306,0.00816326530612245,0.00816326530612245,0.0020408163265306124,0.006122448979591836,0.006122448979591836,0.01020408163265306,0.006122448979591836,0.00816326530612245,0.00816326530612245,0.006122448979591836,0.004081632653061225,0.018367346938775512,0.0163265306122449,0.01020408163265306,0.0163265306122449,0.004081632653061225,0.0,0.012244897959183673,0.012244897959183673,0.014285714285714285,0.00816326530612245,0.0020408163265306124,0.0,0.014285714285714285,0.0020408163265306124,0.0020408163265306124
